Account_Number,Total_Spend,Avg_Spend,Transaction_Count,Age,Income,Total_Loyalty,Cluster,PCA1,PCA2
OAPV95515122946213,4390.66,4390.66,1,68,20151.3,392,2,1.8863663659961751,1.6117099810111222
OAQH38880697338287,1690.88,1690.88,1,31,21257.14,58,3,-0.8423329908718237,-1.6699763497498743
OASS28610285514382,4774.52,4774.52,1,29,90768.5,145,1,2.2327187808205053,-1.2306697326301883
OASS73413505407647,1405.33,1405.33,1,53,41416.52,315,0,-1.0839207890780156,0.6387187883183023
OATJ20659995440809,1248.57,1248.57,1,33,114595.23,233,3,-1.2466952718889248,-0.510324750068369
OBLX32686679016861,129.55,129.55,1,31,133938.39,45,3,-2.3783292884604834,-1.4234391266252093
OBOC99257511714403,820.53,820.53,1,40,139749.21,420,3,-1.641978741269027,0.7718520918403652
OBUE36810463632015,4629.68,4629.68,1,62,109521.63,44,2,2.0871444873284735,-0.09033373940362921
OBUG07817623255881,1251.46,1251.46,1,23,78206.12,445,3,-1.2233772094683828,-0.07864973697465923
OBWA61693847381063,2230.56,2230.56,1,64,101674.6,37,0,-0.2919463280892999,-0.00950242174178632
OCAQ80354694660490,3481.88,3481.88,1,27,72920.63,108,1,0.9441675055845349,-1.5237143994928648
OCCZ78875051391841,2072.58,2072.58,1,43,100357.5,51,3,-0.45249006771193373,-0.9410941336013947
OCGR99279354445890,2855.34,2855.34,1,28,126476.68,182,1,0.3392626946401213,-0.9836310709554397
OCHK93589105482562,435.63,435.63,1,43,57725.11,353,0,-2.040874299813148,0.3993952847315906
OCKA06666411065411,32.7,32.7,1,60,93356.43,425,0,-2.422221487506412,1.640910324621265
OCLF39102929501437,2175.65,2175.65,1,24,72622.22,44,3,-0.3595603150540296,-1.9470389488774897
OCLL56239476469145,386.93,386.93,1,26,40697.96,63,3,-2.1331245697105605,-1.8140539347555704
OCNE39252655575768,938.59,938.59,1,27,80763.72,248,3,-1.5575365112911377,-0.8043925226083821
OCVS54063856702071,4390.41,4390.41,1,67,129816.42,180,2,1.8712665554454142,0.8417059871124402
OCWJ20357779312404,723.54,723.54,1,52,141806.09,15,0,-1.7869509127806742,-0.5577108177973706
OCZQ99354752112759,435.65,435.65,1,19,54729.66,495,3,-2.029292367440022,-0.07899511070560633
ODAV89733561308524,3114.69,3114.69,1,69,142170.07,160,2,0.6062732458635304,0.8939899968831726
ODED66296682734289,517.7,517.7,1,57,49800.78,115,0,-1.9874419454549817,-0.07729566193251453
ODHL28454705005745,3946.44,3946.44,1,45,40814.97,67,1,1.4003801557537807,-0.9503218164754867
ODND60881972239964,4111.47,4111.47,1,43,142461.62,416,2,1.6203286479874428,0.8493667584057859
ODOD04599920718980,1871.09,1871.09,1,41,77605.64,48,3,-0.6557664023779118,-1.1039679898773742
ODSO25123433536757,595.53,595.53,1,18,118269.73,473,3,-1.8665304281078676,-0.07317452664171334
ODUS84605346574096,2096.07,2096.07,1,21,125103.42,81,3,-0.42833785347483344,-1.7823969840565779
ODWM81098176635215,4765.26,4765.26,1,56,142264.61,478,2,2.279773293351155,1.7471370438793032
OEBI18629319167875,2429.26,2429.26,1,48,53857.53,476,0,-0.04818519437612556,1.1737938867087487
OECV36615928224963,4665.48,4665.48,1,55,72114.91,476,2,2.1721721857012573,1.5159102311863268
OEER83413351390143,615.55,615.55,1,31,78406.5,246,3,-1.877169189302788,-0.624679897225027
OEHT67783907516380,4860.96,4860.96,1,49,124631.52,430,2,2.3644947734123636,1.1432603866607312
OEUV28160596052671,2252.98,2252.98,1,44,93123.32,334,0,-0.23772616978227473,0.4170506536181622
OFAY56006420922597,923.51,923.51,1,25,70258.62,370,3,-1.55848979867561,-0.3513238604666627
OFCP04668708179621,193.44,193.44,1,30,24081.93,466,3,-2.273725259281782,0.23363879590656575
OFIO35399875915300,4953.13,4953.13,1,38,140936.51,328,2,2.4416323117032714,0.18060808286301142
OFLJ07748816820432,2005.8,2005.8,1,45,67492.96,440,0,-0.47174459413295944,0.9030029604010531
OFNC08456314796126,4986.36,4986.36,1,37,102882.81,437,1,2.483935902387968,0.5500885917507982
OFOJ35856932874342,4687.42,4687.42,1,34,31301.44,300,1,2.160809761405639,-0.4117303909932524
OFZT70345058820244,1722.71,1722.71,1,33,102934.98,168,3,-0.7865204613973803,-0.8530599692524674
OGFQ16291087392219,4436.86,4436.86,1,61,146082.96,35,2,1.8988717773725716,-0.08534458575536194
OGIO87354145564731,3305.06,3305.06,1,66,20846.71,86,2,0.7704437427283654,0.09600730070429499
OGIW60873631493181,3566.98,3566.98,1,21,45156.01,362,1,1.0564651252079145,-0.6842370882894537
OGTP29617565779906,524.23,524.23,1,19,141375.2,274,3,-1.9599305411399914,-0.9030549516261512
OGUB66248132357071,768.43,768.43,1,41,138373.39,350,3,-1.702547477260704,0.4872980331714531
OGUL33964144127579,3875.48,3875.48,1,53,135079.34,435,2,1.3907043047519634,1.398670697642297
OGUO25303158464394,4078.3,4078.3,1,61,52155.33,107,2,1.5418393254645237,0.023629858637883097
OHAV95079337731297,4127.06,4127.06,1,56,80178.46,299,2,1.6168882145678716,0.7593286198650294
OHFG81545527876260,1593.7,1593.7,1,63,97785.06,380,0,-0.8795799328376762,1.557577081486229
OHKS84884021557325,821.2,821.2,1,37,56087.38,454,3,-1.647484976019807,0.5796021493837846
OHMK85405919344246,2823.02,2823.02,1,30,122036.43,69,1,0.29265611548382026,-1.4310740400410806
OHOL53449021666708,1900.38,1900.38,1,57,141206.8,12,0,-0.6196843900593468,-0.35492038987658714
OHRF26068686630709,3515.2,3515.2,1,23,114284.37,40,1,0.9721645006177331,-1.9303365657019542
OHVT73278195237100,4147.88,4147.88,1,25,94591.18,381,1,1.6414943778556135,-0.2903109000668869
OIGA62068148499198,703.27,703.27,1,26,87076.47,357,3,-1.7762227467773646,-0.3193152962502874
OIGA68811640343988,3231.28,3231.28,1,22,125094.54,359,1,0.7329509239011615,-0.44499199621678837
OIIW96539160770040,4940.66,4940.66,1,46,55512.77,371,1,2.4270039475706273,0.5485853631240551
OINO43340970555013,941.78,941.78,1,31,93813.32,304,3,-1.5445511087455126,-0.31834131736930876
OIOE67326813615936,2936.2,2936.2,1,66,36545.59,367,2,0.4429758223894475,1.463622235719386
OIPM77537260321450,4977.14,4977.14,1,27,120822.73,352,1,2.463237652026215,-0.27937471715877105
OIQO81340951405018,3757.97,3757.97,1,47,49998.57,282,1,1.2429529109896644,0.18239917813771475
OISW11767550043753,3088.73,3088.73,1,65,51038.55,430,2,0.6037083523300354,1.7465247508035449
OIWB65795515623920,2526.37,2526.37,1,22,92490.66,259,1,0.01758792283673837,-0.9860253612790988
OIXI24383739007136,3046.18,3046.18,1,50,100325.24,444,2,0.5650772038339466,1.2247811219508824
OJAW55037501605570,2989.93,2989.93,1,36,27464.29,44,1,0.44543131873157504,-1.5038392732023618
OJCN36560450063553,1637.59,1637.59,1,53,25274.98,7,0,-0.8953773835795852,-0.8548677320258298
OJDF60026745861894,1739.11,1739.11,1,30,92743.42,295,3,-0.7558588911518901,-0.4236438833170256
OJFI63104379686800,3260.51,3260.51,1,26,48897.87,440,1,0.7645643140940614,-0.06557072773571905
OJHA76674001847669,3071.76,3071.76,1,21,108154.74,81,1,0.5367077442568329,-1.8405786940048625
OJIQ80192763786282,1974.37,1974.37,1,43,37588.24,367,0,-0.5163447127946774,0.3900545147826978
OJSM46846719471439,715.49,715.49,1,69,99358.6,433,0,-1.7413549658475715,2.1098053954889564
OKCL37926060823820,1545.23,1545.23,1,45,79014.18,261,0,-0.9499928200353802,0.09697025421694815
OKMW44390951956630,591.49,591.49,1,28,116089.27,205,3,-1.9027176907177632,-0.8650962444833116
OKOX09741417450115,4181.69,4181.69,1,45,38487.19,379,1,1.6735559823285031,0.508253115982251
OKVC77784251081658,80.0,80.0,1,69,53205.38,96,0,-2.4200977029648114,0.4184104426928431
OKXG94634315208258,1632.72,1632.72,1,39,78347.06,152,3,-0.8790386388986093,-0.7038071641359688
OKYT14999597703170,1377.89,1377.89,1,41,68608.44,137,3,-1.1341421615550782,-0.6998036630171169
OKZD45183479230578,3697.9,3697.9,1,42,65067.07,471,1,1.2082403261358134,0.8732345795923381
OLBJ53282485802576,4486.39,4486.39,1,44,27711.43,475,1,1.9864207356133652,0.880620085855545
OLCD34865796810320,4659.56,4659.56,1,30,103900.53,245,1,2.1334918795742444,-0.6778481116689234
OLHT36007481335333,4867.36,4867.36,1,23,38858.55,358,1,2.3445774129625816,-0.6448156144225773
OLKJ67004758701280,2612.61,2612.61,1,51,106358.29,247,2,0.11089245362151878,0.36730768772612327
OLLN12340015229040,2374.61,2374.61,1,25,67340.08,358,1,-0.12217073628399186,-0.4384179274877687
OLNC36311596955491,4950.85,4950.85,1,66,130478.14,106,2,2.416982011509482,0.4386779794367747
OLOP77832186733726,4398.79,4398.79,1,39,54653.73,489,1,1.9032105803671457,0.7781755175619549
OLOV16954023134268,1456.38,1456.38,1,29,117437.52,252,3,-1.0390172235508286,-0.6069724615953801
OLOZ90323088806094,2885.97,2885.97,1,26,146708.9,204,1,0.3742856792572746,-0.924772761589707
OLSF65993878885882,652.92,652.92,1,40,41310.47,26,3,-1.8704561905246793,-1.3264314604051683
OLZY49904951141010,100.3,100.3,1,23,138142.13,336,3,-2.371395060909653,-0.4227513752770276
OMCX30494841423552,1412.45,1412.45,1,60,125189.31,206,0,-1.0792945096893163,0.6680399124212195
OMTO50591739301055,3396.91,3396.91,1,51,95241.35,25,2,0.8582625617840687,-0.7178475456782157
ONCQ68704796668290,549.72,549.72,1,58,111132.07,297,0,-1.924784766780244,0.9799339856657451
ONEO45116089589701,2262.31,2262.31,1,62,137966.0,382,0,-0.21223273274715196,1.6095738941379978
ONIK26587280238656,2720.51,2720.51,1,26,35766.54,74,1,0.18056999037230592,-1.812137394899662
ONIM53175959627423,4070.02,4070.02,1,21,25640.37,244,1,1.5375233644433366,-1.2965443903617333
OOIS78953525853559,1509.08,1509.08,1,65,49623.09,119,0,-1.0022317676892332,0.30485745557173854
OOJI73535247841715,3656.48,3656.48,1,29,74077.9,177,1,1.126796427169914,-1.1039951013521663
OOJS67845273318815,1340.38,1340.38,1,28,138901.68,171,3,-1.162210206359571,-0.9798985657745203
OOLH35940953324335,1424.46,1424.46,1,53,135349.23,82,0,-1.0840915966904952,-0.22241628494748664
OOLP66271061042030,3921.24,3921.24,1,38,66787.28,264,1,1.401997154706893,-0.2899749349385006
OOMR99773951660323,2195.08,2195.08,1,44,94951.41,404,0,-0.28585980380956144,0.7519679030450189
OONJ23788507904755,2067.45,2067.45,1,31,70977.15,230,3,-0.4410998335727287,-0.7419241923054173
OOOG31680664707038,1370.76,1370.76,1,68,57746.26,442,0,-1.0958649568992522,1.9897955828161236
OOTJ62072662925081,3901.68,3901.68,1,26,80263.77,158,1,1.3672831880143126,-1.324212693170848
OOVN00643459731730,3069.8,3069.8,1,54,48014.18,134,2,0.5434281036370333,-0.17574100392444605
OPNF60949274537956,1861.74,1861.74,1,50,41805.06,130,0,-0.6562113365826991,-0.3805855185291804
OPNX19202976377555,2705.22,2705.22,1,57,83007.48,9,2,0.17083052335830975,-0.5279439500311377
OPOH11025375933585,4283.66,4283.66,1,40,43732.85,287,1,1.7620139553507481,-0.15046609772485547
OPQW17322657114187,150.44,150.44,1,23,23732.92,440,3,-2.321615007709044,-0.22113055810186277
OPVB56461607626438,833.78,833.78,1,24,95883.15,489,3,-1.62933580670157,0.22691212173356928
OPWB67368205068212,4407.67,4407.67,1,43,145877.89,154,2,1.8804648461906572,-0.37972585205770276
OPWF91084507860435,204.1,204.1,1,25,105553.7,480,3,-2.2531885296625487,0.2663917658963726
OQGO15104136777679,2861.94,2861.94,1,45,32029.49,204,1,0.3421800111753177,-0.3102545192443126
OQII90230771465028,1117.42,1117.42,1,25,88365.54,279,3,-1.3759410384365398,-0.7372432890397715
OQKM41354741685573,470.68,470.68,1,18,79675.54,85,3,-2.044873297599144,-1.9938030062752512
OQSF65401624295553,1940.52,1940.52,1,53,28653.83,173,0,-0.5733095744826938,-0.07010433053384076
OQUZ57436425424702,133.55,133.55,1,38,92709.3,90,3,-2.3714889596688034,-0.9829241495003933
OQZL90951980959905,381.62,381.62,1,37,60825.62,41,3,-2.1359361639182395,-1.344925155269452
ORNN07644207077135,4438.16,4438.16,1,23,125788.22,268,1,1.9177076001794038,-0.8433949288579765
ORPL70302930112501,2685.18,2685.18,1,35,103121.29,464,1,0.20617758279137482,0.6197743529376812
ORSI89634067917665,257.69,257.69,1,60,99489.33,365,0,-2.206262470631976,1.3703354966150585
ORSM10536074339899,4716.95,4716.95,1,57,63007.14,23,2,2.1641641643115666,-0.544538466207887
ORTK37701249316459,1451.91,1451.91,1,63,46062.13,437,0,-1.0187826255405188,1.6983455873532913
ORWN71265728182912,879.45,879.45,1,18,113365.65,449,3,-1.5888036484234858,-0.20297294390335802
ORYM90361843968229,1167.21,1167.21,1,24,110402.42,87,3,-1.349082985205282,-1.6337328887895084
ORZN21634844305344,1746.8,1746.8,1,48,101162.59,441,0,-0.7235846613278966,1.1387078620045823
OSCV08779808745634,363.37,363.37,1,27,76181.41,153,3,-2.140447837417855,-1.2536938350502118
OSKM78587661217744,1302.21,1302.21,1,38,128440.83,481,3,-1.1585554113855117,0.9278776325674765
OSSP93483294807426,433.31,433.31,1,42,52706.95,106,3,-2.075920667663679,-0.8229351088934881
OTCI07712806199074,2030.06,2030.06,1,47,76196.0,469,0,-0.4424050659186093,1.1558339590679192
OTER06396824817297,2114.09,2114.09,1,40,117698.16,236,3,-0.38624118778910643,-0.17008950143081467
OTFL60413482084931,4289.38,4289.38,1,56,119928.31,227,2,1.7731052177030622,0.517612332181025
OTHX27986239847169,2112.3,2112.3,1,65,25246.56,380,0,-0.3735118110199899,1.462225310562766
OTJC45509733309870,3359.81,3359.81,1,19,129512.94,179,1,0.8368087740124739,-1.4253937997427029
OTPH67898801962231,562.19,562.19,1,39,96429.92,138,3,-1.9397571916421983,-0.7071378779815816
OTTG89594589225174,671.9,671.9,1,60,63945.37,395,0,-1.796003896073519,1.4157011130698096
OTVA54116691153405,464.07,464.07,1,49,116456.14,306,0,-2.010299942454418,0.6098559632474707
OUBJ55300173141272,4927.51,4927.51,1,66,47518.78,263,2,2.404446498231082,0.9697685228703004
OUCS58807327146355,2336.16,2336.16,1,20,85027.45,187,3,-0.18163516600231636,-1.435428302790656
OUEY66023515850153,796.1,796.1,1,38,48657.02,89,3,-1.720091768785516,-1.1087662072706501
OUNG06585827654699,3469.84,3469.84,1,64,78522.83,435,2,0.9850161579864554,1.7854091578443163
OUON25384766919530,558.74,558.74,1,44,23810.83,306,0,-1.9286146197403873,0.13864363209882308
OVEQ31018508808756,2748.43,2748.43,1,66,126102.37,331,2,0.2626704178705648,1.521865227184591
OVIU22441753967753,667.92,667.92,1,18,81181.83,249,3,-1.8280332258579859,-1.221450631807702
OVKA53083360146715,172.88,172.88,1,34,60738.0,210,3,-2.321812830845989,-0.6889085407620502
OVWH97181905974689,1867.18,1867.18,1,29,48304.68,81,3,-0.6620100863797481,-1.5916569702929526
OVXV80868476259967,898.44,898.44,1,23,23342.44,300,3,-1.598383092778259,-0.8929268520348023
OWDH71534278932873,2080.08,2080.08,1,62,35154.47,166,0,-0.4327259442896937,0.33817915777143553
OWJE46847325506529,4742.86,4742.86,1,34,139013.5,51,2,2.1961674695618143,-1.3141779157922049
OWSC81433697575546,1462.78,1462.78,1,69,128507.65,78,0,-1.0431435447346156,0.5003794185999151
OWSE82629016515995,64.2,64.2,1,20,137562.66,103,3,-2.4381312590160467,-1.6624496948886667
OWSO30294069572520,162.69,162.69,1,45,82728.57,287,0,-2.3164603654820204,0.2508398711154183
OWTU39381240147669,3918.46,3918.46,1,44,22470.82,332,1,1.4044598406594877,0.20367483200378803
OWVX70619878018716,1380.25,1380.25,1,50,20306.61,4,0,-1.1522011547847681,-1.0197007042302717
OWWJ29003916102811,1401.75,1401.75,1,27,52874.74,265,3,-1.099548620607381,-0.8017868079702746
OWXL37644512562220,1061.03,1061.03,1,38,124450.17,72,3,-1.450870664214663,-1.0029075886926664
OWYS75221780667748,4728.85,4728.85,1,46,37091.95,40,1,2.17218658572168,-1.0518185847102448
OXBT78525399138541,4440.43,4440.43,1,68,134727.56,345,2,1.9429883920133473,1.677130966751575
OXEO90833509025425,3046.81,3046.81,1,28,75949.11,365,1,0.5467686847702892,-0.2522927985783642
OXGR65437011269928,4522.96,4522.96,1,20,47658.94,234,1,1.9874487069341933,-1.3431092862098035
OXGS52736741304504,1439.5,1439.5,1,51,119171.79,235,0,-1.0518511320680235,0.3618188207819185
OXJF38086919180981,1716.64,1716.64,1,29,65037.47,434,3,-0.7636798521316822,0.11385858465796764
OXJR69784879896319,316.1,316.1,1,54,80039.87,221,0,-2.170839940583713,0.3582125915097063
OXKE29648421092225,1079.65,1079.65,1,20,37095.54,206,3,-1.4301197205627953,-1.4460666944778058
OXLO86607025076660,3508.99,3508.99,1,35,95463.41,52,1,0.9685762636254885,-1.3514302410904866
OXMK09163975057921,2558.97,2558.97,1,64,62795.14,263,0,0.058194061690871934,0.951200352436048
OXPB96422563851603,1832.26,1832.26,1,70,78939.31,115,0,-0.6776817122578185,0.5916885912386768
OXRA47994126428879,2221.65,2221.65,1,48,88431.61,411,0,-0.25831164139081464,0.9579765425679628
OXSO89124883971705,148.36,148.36,1,38,122102.57,370,3,-2.3172272077517997,0.40817278382181804
OXST84605867949638,1384.86,1384.86,1,20,79038.12,422,3,-1.0948381845767279,-0.3293238417193851
OXWL41579614282342,96.85,96.85,1,47,53100.14,125,0,-2.405554026267875,-0.4898253675825256
OXYD43648936175908,2774.83,2774.83,1,59,40792.59,310,0,0.27430076983929336,0.8764039848793395
OXYD77546199240658,2822.03,2822.03,1,48,33275.98,379,1,0.3261699634893602,0.6594045087996173
OYBU24552674693443,257.35,257.35,1,25,73671.86,137,3,-2.2484200579856255,-1.428502059643021
OYDM19546723904418,2212.09,2212.09,1,47,46041.09,413,0,-0.2727401653530499,0.8137517768482289
OYHN05110353583995,2605.29,2605.29,1,67,83159.29,197,2,0.09875840496272593,0.8333430824131383
OYOM96939110989839,4931.46,4931.46,1,49,100402.04,135,2,2.393450529159874,-0.3068404954188424
OYPF50842324234800,2124.42,2124.42,1,54,135583.77,95,0,-0.38837611511503783,-0.12443249515317457
OYSW23410242505963,1428.92,1428.92,1,18,62418.95,194,3,-1.0830839003811084,-1.5395508219730134
OYTB67015120039344,4496.14,4496.14,1,48,24753.99,324,1,1.9773119532612966,0.3523269010564639
OYUG11601240360360,2203.72,2203.72,1,65,109855.0,285,0,-0.2853029747583918,1.2259338305476817
OYVL70815180778336,1107.84,1107.84,1,35,115323.23,152,3,-1.3960139820344568,-0.792479428888631
OYZJ81268179300805,816.66,816.66,1,38,34043.49,486,0,-1.6501559291893568,0.7224285907121634
OZET16169349617464,1297.0,1297.0,1,24,143776.71,190,3,-1.2032535990724649,-1.0674134783327935
OZLT70119080479490,2027.31,2027.31,1,69,67199.07,174,0,-0.47838300389162686,0.7892848562563407
OZLY40364882159773,2461.17,2461.17,1,38,35918.39,140,1,-0.06471394422877837,-0.9274664325023877
OZPJ41662145984847,4208.49,4208.49,1,39,139835.55,144,2,1.6799875841742156,-0.6285890690231029
OZPR80936766177200,4336.31,4336.31,1,26,135296.25,181,1,1.8074404405339028,-1.0849234651108908
OZWU94923151108178,4983.17,4983.17,1,51,99449.52,284,2,2.4643651438687946,0.4860198827712743
PAGD80533962746662,3322.87,3322.87,1,20,50044.42,154,1,0.7879680365076464,-1.6943118443032228
PAOU45991530445002,2270.95,2270.95,1,33,111880.0,329,3,-0.22131834008802137,-0.08180339726529726
PAPD58796474080314,4379.89,4379.89,1,70,41579.62,287,2,1.8651684095715413,1.2664526747111478
PAQA53828981223965,217.55,217.55,1,33,44391.03,416,3,-2.2531140212233733,0.19129202266346276
PASQ16688130384691,2893.66,2893.66,1,40,45477.95,457,1,0.4065170910105399,0.6762107566604797
PASY14428845831604,1404.57,1404.57,1,57,132064.91,213,0,-1.0862017696239183,0.5759661327113865
PAUA15919770744347,2107.98,2107.98,1,38,117388.21,184,3,-0.39958295408172045,-0.5103917917505137
PAVB00822205322089,4233.29,4233.29,1,27,33943.1,201,1,1.6963649742068585,-1.1959147821347704
PAVO21850822616340,224.04,224.04,1,20,46117.79,80,3,-2.2933463543289694,-2.0026188345020013
PAYK74205008000182,284.91,284.91,1,34,40649.15,345,3,-2.195689076017151,-0.10582106110928528
PBAH43743256740536,827.46,827.46,1,42,36942.72,153,0,-1.6810418353732683,-0.6476364500704583
PBFH18967201295903,2853.56,2853.56,1,39,141791.83,363,2,0.36560095581878516,0.42863566402544134
PBGR34103111557701,3672.66,3672.66,1,24,97714.36,147,1,1.1403772402991628,-1.423451057112304
PBKN82092257090016,1249.75,1249.75,1,20,87521.65,482,3,-1.2200109431843393,-0.0235302740279218
PBQN70090043655158,3589.47,3589.47,1,26,86903.0,110,1,1.0524230533612662,-1.528421172237665
PBTF01991843113266,1812.09,1812.09,1,41,126629.5,56,3,-0.7074915936464787,-0.9424085714305307
PBUS14871929083382,656.8,656.8,1,60,127319.74,183,0,-1.8309530086662622,0.5772872694160471
PBXZ09646146994838,4590.57,4590.57,1,67,74397.01,237,2,2.0705449826935363,0.9677109532905986
PBYN98329240116280,620.56,620.56,1,18,145486.24,474,3,-1.8384193890040623,-0.0006039316294165275
PCID42642930646143,1956.7,1956.7,1,69,31133.77,74,0,-0.5654846000051582,0.22938241888119434
PCJN95093555570200,4050.03,4050.03,1,27,23478.96,316,1,1.528361998003492,-0.6780582730173011
PCKL98354116597263,3139.09,3139.09,1,54,82770.85,115,2,0.6137028523236542,-0.17908319127903982
PCON85384994084772,4977.83,4977.83,1,50,134725.21,30,2,2.430121210747943,-0.6681336478866736
PCPO15564896432246,1767.73,1767.73,1,19,66877.07,186,3,-0.7475291350068972,-1.5239936234289282
PCQB36313479219032,4779.64,4779.64,1,65,27048.8,139,2,2.239223442455814,0.2898244245671682
PCSL35307721871634,1269.29,1269.29,1,59,60110.01,181,0,-1.2322687719406271,0.34199571576451016
PCTF14967914638664,4124.33,4124.33,1,44,81551.28,462,1,1.6321778708785262,0.9603059243242786
PCVB30275960889586,826.05,826.05,1,34,55946.21,43,3,-1.6965681988062467,-1.4972766772403592
PCWE91842519561765,770.16,770.16,1,65,119570.23,91,0,-1.730045031933018,0.3604112239361858
PCWL87544963242466,2490.26,2490.26,1,63,97174.12,427,0,0.015013006733928023,1.7628158619881111
PDFF27643387220542,3038.2,3038.2,1,36,20664.17,242,1,0.5180462766820443,-0.5899340523721688
PDKX00748838268201,1096.13,1096.13,1,48,101225.85,22,0,-1.4225706013043002,-0.8223899961176273
PDNJ91916369507259,1020.67,1020.67,1,65,73150.23,280,0,-1.4627697105381212,1.1293387399864914
PDSF81707443602344,1657.3,1657.3,1,45,125687.26,175,3,-0.8445797142382812,-0.1924539690784938
PDVD52231284152776,584.39,584.39,1,65,111136.95,134,0,-1.9095958944076086,0.5445885365438206
PDVR23532773765547,802.7,802.7,1,59,62836.07,231,0,-1.6879395356672773,0.5916140214107847
PEDC83185175309720,1737.17,1737.17,1,21,118589.71,280,3,-0.7591132169393313,-0.8565284858571093
PEEB50116002684967,4875.03,4875.03,1,41,36960.03,95,1,2.3228160893433936,-1.0329921220037128
PEEZ31526057948157,1144.95,1144.95,1,32,63276.6,372,3,-1.3376992809525474,-0.030746407094807134
PEFH72074197537006,1575.95,1575.95,1,53,106058.85,301,0,-0.909085016168498,0.732239787913635
PEVK18833895349102,2217.59,2217.59,1,29,42988.65,17,1,-0.32359704981771586,-1.9117862191449533
PEVP65314513417005,399.24,399.24,1,18,114405.89,377,3,-2.073923359525217,-0.5314650550604154
PEWC92283491430921,2762.64,2762.64,1,38,146170.56,491,2,0.29225974493939255,0.9959518680497845
PFBK29177508639277,3059.47,3059.47,1,28,46440.15,340,1,0.5526464376176355,-0.44415664673197375
PFDU39830200565723,1836.12,1836.12,1,47,70767.39,112,0,-0.6813531583339832,-0.5346180968775619
PFLD78637673162526,3251.17,3251.17,1,57,93616.21,288,2,0.7491938494989792,0.8028001230128777
PFRZ98683212086149,3545.16,3545.16,1,70,131922.55,371,2,1.0592371227179256,1.9017468576638232
PFSN82288542734497,1987.99,1987.99,1,27,26009.36,475,1,-0.4945335014972271,0.10961810652932072
PFTX40993751376848,3389.29,3389.29,1,42,60520.79,290,1,0.8784699341323503,0.015048005266746175
PGAO11025296573873,2376.98,2376.98,1,65,116876.92,75,0,-0.13987956268049948,0.25255826926013336
PGBS64969277119529,3807.34,3807.34,1,69,40506.54,14,2,1.262060605910791,-0.05917376525078969
PGER42487298020291,2941.68,2941.68,1,25,104632.94,352,1,0.4434363471959039,-0.3822182927757739
PGKX07810728394764,3519.27,3519.27,1,53,134488.15,241,2,1.01253942421633,0.4899944230927921
PGQC90347317510295,2674.45,2674.45,1,45,139063.05,432,2,0.19827960367990294,1.0341368871953882
PGTR21255887740503,151.63,151.63,1,65,137282.27,481,0,-2.2906554883298242,2.250011409187022
PGUA38200003901108,3293.16,3293.16,1,68,118781.84,124,2,0.7755138026610588,0.6155904536132065
PGUF17503619202599,1576.01,1576.01,1,20,84943.21,30,3,-0.9553148183907265,-2.1622332519897354
PGVZ04997805501443,4344.42,4344.42,1,34,81700.43,58,1,1.7954865007414011,-1.4185964428578004
PGWX53868281597800,1592.71,1592.71,1,32,60906.51,89,3,-0.9307359891718234,-1.37560752115976
PGXW22836084937830,2294.14,2294.14,1,26,125779.94,157,3,-0.22079657568997565,-1.188933758033239
PHAK39003432926205,4871.26,4871.26,1,65,83456.39,28,2,2.322275417457888,-0.09249799443763063
PHCH97298872877130,2983.87,2983.87,1,37,86102.43,187,1,0.464996784273679,-0.6362772293406641
PHCJ39151143678621,3250.93,3250.93,1,61,40557.82,330,2,0.7492617669538274,1.0572081655914454
PHFW51415617312432,3360.98,3360.98,1,34,107328.01,391,1,0.8667708031137116,0.22849128996157653
PHHU05597824575983,2193.31,2193.31,1,39,41348.78,186,0,-0.32335356593653125,-0.6456172865150585
PHLM15266559147625,346.76,346.76,1,53,64226.36,177,0,-2.148245856707883,0.06354050436367496
PHQV53751220721598,4676.86,4676.86,1,62,60474.32,400,2,2.174153671024732,1.4611282624597641
PHRK51281775123959,596.67,596.67,1,42,81254.0,440,3,-1.8675544913032835,0.8177636694775565
PHVO41897215406417,2000.01,2000.01,1,60,139242.01,151,0,-0.5024171146252522,0.43503607312765985
PHZE72221553250169,17.35,17.35,1,26,20619.3,327,3,-2.467673975913063,-0.6161654236066109
PICG99145422897434,4065.19,4065.19,1,57,73930.59,207,2,1.543227279351135,0.359184621205489
PIDW25313795610077,2276.86,2276.86,1,23,109932.95,323,3,-0.21913950053048237,-0.5896382445207442
PIJY49649304640060,3177.11,3177.11,1,43,138333.08,18,2,0.642395652673113,-1.0188686874196857
PIOO65659070554943,767.43,767.43,1,42,60255.01,26,3,-1.7542185833189334,-1.1858277903910415
PIPQ11282699345173,1305.15,1305.15,1,62,89018.05,327,0,-1.1737003992661166,1.2433544578881424
PIQS56425275317791,201.83,201.83,1,42,118236.59,443,3,-2.2541862087227,0.9309849844872137
PISB66886751857116,1904.14,1904.14,1,67,124843.76,483,0,-0.5543712366735445,2.2950026292879246
PISM12690728079344,277.42,277.42,1,52,102944.79,479,0,-2.1737258689518457,1.5354432384860321
PIUZ00743262843237,4741.32,4741.32,1,56,68525.09,278,2,2.221620579750325,0.6214130224669182
PIVS99020385407008,4835.52,4835.52,1,24,141390.33,212,1,2.306393926796143,-1.0267013685109956
PJBA97018325661806,3814.82,3814.82,1,69,45617.65,70,2,1.2773013011219498,0.21704784143771766
